,cell_line_id,drug_id,labels
2328,NCIH2023_LUNG,Erlotinib,2.0794415416798357
2329,NCIH2030_LUNG,Erlotinib,1.816946877598185
2330,NCIH2052_PLEURA,Erlotinib,2.0794415416798357
2331,NCIH2085_LUNG,Erlotinib,2.0794415416798357
2332,NCIH2087_LUNG,Erlotinib,2.0794415416798357
2333,NCIH211_LUNG,Erlotinib,2.0794415416798357
2334,NCIH2122_LUNG,Erlotinib,1.6552486327512603
2335,NCIH2170_LUNG,Erlotinib,0.4474736847613111
2336,NCIH2172_LUNG,Erlotinib,2.0794415416798357
2337,NCIH2228_LUNG,Erlotinib,2.0794415416798357
2338,NCIH226_LUNG,Erlotinib,2.0794415416798357
2339,NCIH2286_LUNG,Erlotinib,1.7997723968041526
2340,NCIH23_LUNG,Erlotinib,2.0794415416798357
2341,NCIH2444_LUNG,Erlotinib,2.0794415416798357
2342,NCIH2452_PLEURA,Erlotinib,2.0794415416798357
2343,NCIH28_PLEURA,Erlotinib,0.17489406447244504
2344,NCIH322_LUNG,Erlotinib,-0.4390554470086689
2345,NCIH3255_LUNG,Erlotinib,-2.587893903860274
2346,NCIH358_LUNG,Erlotinib,0.7573979338900824
2347,NCIH441_LUNG,Erlotinib,2.0794415416798357
2348,NCIH460_LUNG,Erlotinib,2.0794415416798357
2349,NCIH520_LUNG,Erlotinib,2.0794415416798357
2350,NCIH522_LUNG,Erlotinib,2.0794415416798357
2351,NCIH647_LUNG,Erlotinib,2.0794415416798357
2352,NCIH650_LUNG,Erlotinib,2.0794415416798357
2353,NCIH661_LUNG,Erlotinib,2.0794415416798357
2354,NCIH727_LUNG,Erlotinib,2.0794415416798357
2355,NCIH747_LARGE_INTESTINE,Erlotinib,2.0794415416798357
2356,NCIH810_LUNG,Erlotinib,2.0794415416798357
2357,NCIN87_STOMACH,Erlotinib,1.1625037561365994
2358,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,1.0255994274819367
2359,NIHOVCAR3_OVARY,Erlotinib,2.0794415416798357
2360,NUGC3_STOMACH,Erlotinib,-0.3032878624825397
2361,NUGC4_STOMACH,Erlotinib,-1.3528363744712988
2362,OC314_OVARY,Erlotinib,2.0794415416798357
2365,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,2.0794415416798357
2366,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,2.0794415416798357
2368,OCUM1_STOMACH,Erlotinib,2.0794415416798357
2369,OE21_OESOPHAGUS,Erlotinib,-1.3062594307073663
2370,OE33_OESOPHAGUS,Erlotinib,1.8806983433315823
2371,ONCODG1_OVARY,Erlotinib,2.0759160377626547
2372,ONS76_CENTRAL_NERVOUS_SYSTEM,Erlotinib,2.0794415416798357
2373,OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,2.0794415416798357
2374,OV90_OVARY,Erlotinib,2.0794415416798357
2375,OVCAR4_OVARY,Erlotinib,2.0794415416798357
2376,OVCAR8_OVARY,Erlotinib,2.0794415416798357
2377,OVMANA_OVARY,Erlotinib,2.0794415416798357
2378,OVSAHO_OVARY,Erlotinib,2.0794415416798357
2379,OVTOKO_OVARY,Erlotinib,2.0794415416798357
2380,P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,2.0794415416798357
2381,P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,2.0794415416798357
2382,P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,2.0794415416798357
2383,PANC0203_PANCREAS,Erlotinib,1.4396766472440556
2384,PANC0327_PANCREAS,Erlotinib,2.0794415416798357
2385,PANC0403_PANCREAS,Erlotinib,2.0794415416798357
2386,PANC1005_PANCREAS,Erlotinib,2.0794415416798357
2387,PATU8902_PANCREAS,Erlotinib,2.0794415416798357
2388,PC14_LUNG,Erlotinib,-2.7392536339075026
2389,PC3_PROSTATE,Erlotinib,2.0794415416798357
2390,PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,1.8327849452845382
2391,PK1_PANCREAS,Erlotinib,2.0794415416798357
2392,PK45H_PANCREAS,Erlotinib,2.0794415416798357
2393,PK59_PANCREAS,Erlotinib,2.0794415416798357
2395,PLCPRF5_LIVER,Erlotinib,2.0794415416798357
2396,PSN1_PANCREAS,Erlotinib,2.0794415416798357
2397,QGP1_PANCREAS,Erlotinib,2.0794415416798357
2398,RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,2.0794415416798357
2399,RD_SOFT_TISSUE,Erlotinib,2.0794415416798357
2400,REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,2.0794415416798357
2401,RERFGC1B_STOMACH,Erlotinib,2.0794415416798357
2402,RERFLCAI_LUNG,Erlotinib,2.0794415416798357
2403,RERFLCMS_LUNG,Erlotinib,2.0794415416798357
2405,RKO_LARGE_INTESTINE,Erlotinib,2.0794415416798357
2406,RL952_ENDOMETRIUM,Erlotinib,1.11852295882026
2407,RPMI7951_SKIN,Erlotinib,2.0794415416798357
2408,RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,2.0794415416798357
2409,RT112_URINARY_TRACT,Erlotinib,2.0794415416798357
2410,RT4_URINARY_TRACT,Erlotinib,2.0794415416798357
2411,RVH421_SKIN,Erlotinib,2.0794415416798357
2412,SAOS2_BONE,Erlotinib,2.0794415416798357
2413,SBC5_LUNG,Erlotinib,2.0794415416798357
2414,SCABER_URINARY_TRACT,Erlotinib,-0.3088642157227225
2415,SCC9_UPPER_AERODIGESTIVE_TRACT,Erlotinib,0.4016802117494481
2416,SF126_CENTRAL_NERVOUS_SYSTEM,Erlotinib,2.0794415416798357
2417,SF295_CENTRAL_NERVOUS_SYSTEM,Erlotinib,2.0794415416798357
2419,SH10TC_STOMACH,Erlotinib,2.0794415416798357
2420,SHP77_LUNG,Erlotinib,2.0794415416798357
2421,SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,1.7004954120352085
2422,SIMA_AUTONOMIC_GANGLIA,Erlotinib,2.0794415416798357
2424,SJSA1_BONE,Erlotinib,2.0794415416798357
2425,SKBR3_BREAST,Erlotinib,2.0794415416798357
2426,SKCO1_LARGE_INTESTINE,Erlotinib,2.0794415416798357
2427,SKES1_BONE,Erlotinib,2.0794415416798357
2428,SKHEP1_LIVER,Erlotinib,2.066361000954994
2429,SKLMS1_SOFT_TISSUE,Erlotinib,1.4918605750453775
2430,SKLU1_LUNG,Erlotinib,2.0794415416798357
2431,SKMEL24_SKIN,Erlotinib,2.0794415416798357
2433,SKMEL30_SKIN,Erlotinib,2.0794415416798357
2434,SKMEL31_SKIN,Erlotinib,2.0794415416798357
2435,SKMEL5_SKIN,Erlotinib,2.0794415416798357
2436,SKMES1_LUNG,Erlotinib,-0.03547039200720019
2437,SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,1.2633539147612953
2438,SKNAS_AUTONOMIC_GANGLIA,Erlotinib,2.0794415416798357
2439,SKNBE2_AUTONOMIC_GANGLIA,Erlotinib,2.0794415416798357
2440,SKNDZ_AUTONOMIC_GANGLIA,Erlotinib,2.0794415416798357
2441,SKNFI_AUTONOMIC_GANGLIA,Erlotinib,2.0794415416798357
2442,SKNSH_AUTONOMIC_GANGLIA,Erlotinib,2.0794415416798357
2443,SKOV3_OVARY,Erlotinib,2.0794415416798357
2444,SNGM_ENDOMETRIUM,Erlotinib,2.0794415416798357
2445,SNU16_STOMACH,Erlotinib,2.0794415416798357
2446,SNU182_LIVER,Erlotinib,2.0794415416798357
2447,SNU1_STOMACH,Erlotinib,2.0794415416798357
2448,SNU387_LIVER,Erlotinib,2.0794415416798357
2449,SNU398_LIVER,Erlotinib,2.0794415416798357
2450,SNU423_LIVER,Erlotinib,2.0794415416798357
2451,SNU449_LIVER,Erlotinib,2.0794415416798357
2452,SNU475_LIVER,Erlotinib,2.0794415416798357
2453,SNUC2A_LARGE_INTESTINE,Erlotinib,2.0794415416798357
2455,SQ1_LUNG,Erlotinib,1.7917535882107618
2456,SU8686_PANCREAS,Erlotinib,2.0794415416798357
2457,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,2.0794415416798357
2458,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,2.0794415416798357
2459,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,2.0794415416798357
2460,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,2.0794415416798357
2461,SUIT2_PANCREAS,Erlotinib,2.0794415416798357
2462,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,2.0794415416798357
2463,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,2.0794415416798357
2464,SW1088_CENTRAL_NERVOUS_SYSTEM,Erlotinib,2.0794415416798357
2465,SW1271_LUNG,Erlotinib,2.0794415416798357
2466,SW1353_BONE,Erlotinib,2.0794415416798357
2467,SW1417_LARGE_INTESTINE,Erlotinib,2.0794415416798357
2468,SW1573_LUNG,Erlotinib,2.0794415416798357
2469,SW1990_PANCREAS,Erlotinib,2.0794415416798357
2470,SW403_LARGE_INTESTINE,Erlotinib,2.0794415416798357
2471,SW480_LARGE_INTESTINE,Erlotinib,2.0794415416798357
2472,SW48_LARGE_INTESTINE,Erlotinib,0.19481827650878059
2473,SW579_THYROID,Erlotinib,2.0794415416798357
2474,SW620_LARGE_INTESTINE,Erlotinib,2.0794415416798357
2475,SW780_URINARY_TRACT,Erlotinib,2.0794415416798357
2476,SW900_LUNG,Erlotinib,2.0794415416798357
2477,T24_URINARY_TRACT,Erlotinib,2.057727647175555
2478,T3M10_LUNG,Erlotinib,2.0794415416798357
2479,T47D_BREAST,Erlotinib,2.0794415416798357
2480,T84_LARGE_INTESTINE,Erlotinib,2.0794415416798357
2481,T98G_CENTRAL_NERVOUS_SYSTEM,Erlotinib,2.0794415416798357
2482,TC71_BONE,Erlotinib,2.0794415416798357
2483,TCCSUP_URINARY_TRACT,Erlotinib,2.0794415416798357
2484,TE11_OESOPHAGUS,Erlotinib,-0.012842453420755755
2485,TE15_OESOPHAGUS,Erlotinib,-0.13042160104262734
2486,TE1_OESOPHAGUS,Erlotinib,2.056852004219607
2487,TE5_OESOPHAGUS,Erlotinib,2.0794415416798357
2488,TE617T_SOFT_TISSUE,Erlotinib,0.4169652077461104
2489,TE9_OESOPHAGUS,Erlotinib,2.0794415416798357
2490,TEN_ENDOMETRIUM,Erlotinib,2.0794415416798357
2491,TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,2.0794415416798357
2492,TOV112D_OVARY,Erlotinib,2.0794415416798357
2493,TOV21G_OVARY,Erlotinib,1.9342803000493647
2494,TT2609C02_THYROID,Erlotinib,2.0794415416798357
2495,TYKNU_OVARY,Erlotinib,2.0794415416798357
2496,U118MG_CENTRAL_NERVOUS_SYSTEM,Erlotinib,2.0794415416798357
2497,U2OS_BONE,Erlotinib,2.0794415416798357
2498,U87MG_CENTRAL_NERVOUS_SYSTEM,Erlotinib,2.0794415416798357
2499,U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,2.0794415416798357
2500,UACC257_SKIN,Erlotinib,2.0794415416798357
2501,UACC62_SKIN,Erlotinib,2.0794415416798357
2502,UACC812_BREAST,Erlotinib,-0.09197874779137165
2503,UMUC3_URINARY_TRACT,Erlotinib,2.0794415416798357
2505,VMRCRCW_KIDNEY,Erlotinib,2.0794415416798357
2506,VMRCRCZ_KIDNEY,Erlotinib,2.0794415416798357
2507,WM115_SKIN,Erlotinib,2.0794415416798357
2508,WM1799_SKIN,Erlotinib,2.0794415416798357
2509,WM2664_SKIN,Erlotinib,2.0794415416798357
2510,WM793_SKIN,Erlotinib,2.0794415416798357
2511,WM88_SKIN,Erlotinib,2.0794415416798357
2512,WM983B_SKIN,Erlotinib,2.0794415416798357
2513,YKG1_CENTRAL_NERVOUS_SYSTEM,Erlotinib,2.0794415416798357
2514,ZR751_BREAST,Erlotinib,2.0794415416798357
2515,ZR7530_BREAST,Erlotinib,2.0794415416798357
2516,22RV1_PROSTATE,Irinotecan,-2.5162157110796812
2517,5637_URINARY_TRACT,Irinotecan,-2.7024006399685563
2518,639V_URINARY_TRACT,Irinotecan,-2.665440194828105
2519,697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-3.35263470050788
2520,769P_KIDNEY,Irinotecan,-0.3000004274756974
2521,786O_KIDNEY,Irinotecan,-1.5643682751350028
2522,8305C_THYROID,Irinotecan,-0.6875170694215923
2523,8505C_THYROID,Irinotecan,-2.0818763754833407
2524,A172_CENTRAL_NERVOUS_SYSTEM,Irinotecan,-0.6760879246329232
2525,A204_SOFT_TISSUE,Irinotecan,-1.7907550078683163
2526,A2058_SKIN,Irinotecan,-1.9294720204405928
2527,A2780_OVARY,Irinotecan,-2.784110070815308
2528,A375_SKIN,Irinotecan,-1.9230814598083559
2529,A549_LUNG,Irinotecan,-0.8857610030761327
2530,ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-3.768386275400235
2531,AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-2.052673612829225
2532,ASPC1_PANCREAS,Irinotecan,-0.23311517561908174
2534,BCPAP_THYROID,Irinotecan,-1.6061523059553944
2536,BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-3.0355672345188394
2537,BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-3.077827536278155
2538,BT20_BREAST,Irinotecan,-1.3126191345870497
2539,BT549_BREAST,Irinotecan,-2.081354057372624
2540,C32_SKIN,Irinotecan,0.4927448952947762
2541,CAKI2_KIDNEY,Irinotecan,0.8827655147550508
2542,CAL78_BONE,Irinotecan,-1.2527696000173565
2543,CAL851_BREAST,Irinotecan,-1.3378586407106083
2544,CALU1_LUNG,Irinotecan,0.6234276815717327
2545,CAMA1_BREAST,Irinotecan,-1.0622680026986069
2546,CAPAN2_PANCREAS,Irinotecan,-0.1329255841635297
2547,CAS1_CENTRAL_NERVOUS_SYSTEM,Irinotecan,-0.2503050308939015
2549,CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-3.3673512685231612
2551,COLO320_LARGE_INTESTINE,Irinotecan,-1.024186124285762
2553,COLO678_LARGE_INTESTINE,Irinotecan,0.7483497966570807
2554,COLO679_SKIN,Irinotecan,-0.5465111796243429
2556,CORL23_LUNG,Irinotecan,-0.7096380444832397
2557,COV318_OVARY,Irinotecan,0.20770681237860394
2558,DAOY_CENTRAL_NERVOUS_SYSTEM,Irinotecan,-1.6629449237068588
2559,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,Irinotecan,-2.4645847102989187
2560,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-4.472862742083307
2561,DKMG_CENTRAL_NERVOUS_SYSTEM,Irinotecan,-0.5361727108113867
2562,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-2.358096788125665
2564,DU145_PROSTATE,Irinotecan,-1.6169824308761243
2565,EBC1_LUNG,Irinotecan,-2.087468084360685
2566,EFE184_ENDOMETRIUM,Irinotecan,-0.09424456407449472
2567,EFM19_BREAST,Irinotecan,-0.0808952188746351
2568,EFO21_OVARY,Irinotecan,-0.33671515532357194
2569,EFO27_OVARY,Irinotecan,-0.6543509324792183
2570,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-3.0407595562502205
2571,EN_ENDOMETRIUM,Irinotecan,1.5653514530501136
2572,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-0.5811981197115477
2573,FUOV1_OVARY,Irinotecan,-1.1586786520272983
2574,G361_SKIN,Irinotecan,-1.5010623082274388
2575,G401_SOFT_TISSUE,Irinotecan,-2.4744162826024874
2576,GB1_CENTRAL_NERVOUS_SYSTEM,Irinotecan,-2.5429145165462383
2577,GCT_SOFT_TISSUE,Irinotecan,-2.995595842861081
2579,GMS10_CENTRAL_NERVOUS_SYSTEM,Irinotecan,1.0286410648219548
2580,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-3.4829948655553147
2581,HCC1569_BREAST,Irinotecan,-0.3237344651838104
2582,HCC2935_LUNG,Irinotecan,0.3239802332891019
2583,HCC4006_LUNG,Irinotecan,-0.5580171436983261
2584,HCC56_LARGE_INTESTINE,Irinotecan,0.1181475905315127
2585,HCC70_BREAST,Irinotecan,-2.5850672551101916
2586,HCT116_LARGE_INTESTINE,Irinotecan,-1.2846607437278115
2587,HCT15_LARGE_INTESTINE,Irinotecan,-1.3368907851259662
2588,HDQP1_BREAST,Irinotecan,-1.7450690107557316
2589,HEC151_ENDOMETRIUM,Irinotecan,-1.1318416304654155
2590,HEC1B_ENDOMETRIUM,Irinotecan,1.6799197083360917
2591,HEC251_ENDOMETRIUM,Irinotecan,0.8523645109225595
2592,HEC265_ENDOMETRIUM,Irinotecan,-1.1642088989846573
2593,HEC59_ENDOMETRIUM,Irinotecan,-2.1052877107607313
2594,HEC6_ENDOMETRIUM,Irinotecan,-0.6788585273161029
2595,HEP3B217_LIVER,Irinotecan,0.8528714774571609
2596,HEPG2_LIVER,Irinotecan,-1.6659865287089706
2597,HEYA8_OVARY,Irinotecan,-1.7896028563901498
2598,HGC27_STOMACH,Irinotecan,2.0794415416798357
2600,HLF_LIVER,Irinotecan,-1.3428972543290871
2601,HMC18_BREAST,Irinotecan,-0.3508019395550143
2602,HMCB_SKIN,Irinotecan,-1.563922733751531
2603,HOS_BONE,Irinotecan,-1.259021869113511
2604,HPAC_PANCREAS,Irinotecan,-0.3244410475035855
2605,HS294T_SKIN,Irinotecan,-1.1241299658556874
2606,HS683_CENTRAL_NERVOUS_SYSTEM,Irinotecan,-0.8615047145260035
2607,HS695T_SKIN,Irinotecan,-0.9871181225629289
2609,HS766T_PANCREAS,Irinotecan,1.6465385442253304
2611,HS852T_SKIN,Irinotecan,2.0323960382980575
2612,HS936T_SKIN,Irinotecan,-0.146858715605299
2613,HS944T_SKIN,Irinotecan,-2.4166559560468293
2614,HSC2_UPPER_AERODIGESTIVE_TRACT,Irinotecan,-1.9526682768445218
2615,HT1197_URINARY_TRACT,Irinotecan,1.1179545498813648
2616,HT1376_URINARY_TRACT,Irinotecan,0.9935547130452429
2617,HT144_SKIN,Irinotecan,-0.3494039773131228
2618,HT29_LARGE_INTESTINE,Irinotecan,-1.2001555260787153
2619,HUCCT1_BILIARY_TRACT,Irinotecan,0.33468742693844433
2620,HUH1_LIVER,Irinotecan,-1.1199669510679189
2621,HUPT3_PANCREAS,Irinotecan,0.5669730930403042
2622,IALM_LUNG,Irinotecan,0.08316880249736644
2623,IGR37_SKIN,Irinotecan,-1.3088247826441302
2624,IGR39_SKIN,Irinotecan,-0.9991464003397992
2625,IGROV1_OVARY,Irinotecan,-0.2311028438627881
2626,IPC298_SKIN,Irinotecan,-1.047612909469397
2627,ISTMES1_PLEURA,Irinotecan,-0.47589299677564534
2628,ISTMES2_PLEURA,Irinotecan,-2.67493381709
2629,JHH2_LIVER,Irinotecan,-0.16427899633059911
2630,JHH4_LIVER,Irinotecan,-1.2831859539556896
2631,JHH6_LIVER,Irinotecan,1.1295066265165354
2632,JMSU1_URINARY_TRACT,Irinotecan,-1.8433691357612587
2633,JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-2.8556038070526593
2634,JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-3.9668759964457365
2635,K029AX_SKIN,Irinotecan,-1.08890540229663
2636,KALS1_CENTRAL_NERVOUS_SYSTEM,Irinotecan,-0.04130785107110321
2637,KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-1.7541785748429573
2638,KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,0.7695490357511212
2639,KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-3.1658045520215268
2640,KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-2.04474694827822
2641,KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-3.623739601312496
2642,KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-1.3830122371861784
2643,KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-2.6360223498291986
2644,KLE_ENDOMETRIUM,Irinotecan,-0.01692870333465868
2645,KMBC2_URINARY_TRACT,Irinotecan,-0.1812691351839039
2646,KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-1.6176582923656169
2647,KMRC1_KIDNEY,Irinotecan,-0.7799643298675382
2648,KMRC2_KIDNEY,Irinotecan,1.058888443044912
2649,KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-0.8730721674231272
2650,KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-2.491575412639974
2651,KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-3.2092630757418075
2652,KNS42_CENTRAL_NERVOUS_SYSTEM,Irinotecan,-0.29168972303278873
2653,KNS60_CENTRAL_NERVOUS_SYSTEM,Irinotecan,-0.8292449996413401
2654,KNS81_CENTRAL_NERVOUS_SYSTEM,Irinotecan,-1.5186208296713575
2655,KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-2.3099068316247817
2658,KP2_PANCREAS,Irinotecan,0.46919530201228554
2659,KP3_PANCREAS,Irinotecan,0.7575360976948957
2660,KP4_PANCREAS,Irinotecan,-1.3610088082557914
2661,KPNSI9S_AUTONOMIC_GANGLIA,Irinotecan,-3.5527373772929316
2662,KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-0.7994277126364518
2663,KURAMOCHI_OVARY,Irinotecan,0.6108002964345746
2664,KYSE30_OESOPHAGUS,Irinotecan,-0.23790810919680186
2665,KYSE410_OESOPHAGUS,Irinotecan,-1.9660398947488826
2666,KYSE520_OESOPHAGUS,Irinotecan,0.8158034661769897
2667,L33_PANCREAS,Irinotecan,-2.601780928489095
2668,L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-2.988775249861263
2669,L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-0.9934164524692012
2670,LCLC103H_LUNG,Irinotecan,0.14198906831412192
2671,LN18_CENTRAL_NERVOUS_SYSTEM,Irinotecan,-0.28738846355909065
2672,LOUNH91_LUNG,Irinotecan,-2.5681692918908428
2673,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,0.010092654388059657
2674,LS513_LARGE_INTESTINE,Irinotecan,-1.5189895274790757
2675,LU99_LUNG,Irinotecan,-3.345260984180145
2676,MALME3M_SKIN,Irinotecan,0.6194796816144243
2678,MCAS_OVARY,Irinotecan,-0.20574049554133345
2679,MCF7_BREAST,Irinotecan,-0.9110311999926666
2680,MDAMB435S_SKIN,Irinotecan,-0.9350877388759582
2681,MDAMB453_BREAST,Irinotecan,-2.197811811724587
2682,MDAMB468_BREAST,Irinotecan,-1.807315021926989
2683,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-2.5770945202771536
2684,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-0.6934313569342266
2685,MELHO_SKIN,Irinotecan,-1.2638455161891908
2686,MEWO_SKIN,Irinotecan,0.41459693311970486
2687,MFE280_ENDOMETRIUM,Irinotecan,-0.2961753813704508
2688,MG63_BONE,Irinotecan,-1.5764119287895944
2689,MHHES1_BONE,Irinotecan,-3.078426640437101
2690,MIAPACA2_PANCREAS,Irinotecan,-1.548238350045323
2691,MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-2.6815853890536574
2692,MKN45_STOMACH,Irinotecan,-2.5795831500096478
2693,MKN74_STOMACH,Irinotecan,0.1949564994967012
2694,MKN7_STOMACH,Irinotecan,-0.8724730409364322
2695,MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-1.5324771907424675
2696,MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-3.8467468189325773
2697,MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-2.320475730308573
2698,MPP89_PLEURA,Irinotecan,-0.7363983021886634
2699,NCIH1048_LUNG,Irinotecan,-3.193793751542142
2700,NCIH1092_LUNG,Irinotecan,-1.9452946665035644
2701,NCIH1184_LUNG,Irinotecan,-3.456418992316871
2702,NCIH1339_LUNG,Irinotecan,-1.8481159388289061
2703,NCIH1341_LUNG,Irinotecan,-1.6367222733294582
2704,NCIH1373_LUNG,Irinotecan,0.357852955610446
2705,NCIH1666_LUNG,Irinotecan,-1.563001029345531
2706,NCIH1693_LUNG,Irinotecan,-1.160322400728467
2707,NCIH1694_LUNG,Irinotecan,-3.007024997013079
2708,NCIH1869_LUNG,Irinotecan,0.5316563165393613
2709,NCIH1915_LUNG,Irinotecan,-1.3458928338636076
2710,NCIH1975_LUNG,Irinotecan,-0.15824185628850937
2711,NCIH2009_LUNG,Irinotecan,-1.2284058346107096
2712,NCIH2030_LUNG,Irinotecan,-0.6173751460120767
2713,NCIH211_LUNG,Irinotecan,-1.8531699725184567
2714,NCIH2122_LUNG,Irinotecan,-2.4106494719088634
2715,NCIH2170_LUNG,Irinotecan,-1.808728276547602
2716,NCIH2172_LUNG,Irinotecan,-5.8884658182742635
2717,NCIH2228_LUNG,Irinotecan,-1.6347713461814974
2718,NCIH2286_LUNG,Irinotecan,-2.625499533299142
2719,NCIH2444_LUNG,Irinotecan,-0.4800867559398811
2720,NCIH2452_PLEURA,Irinotecan,-1.5622022558858073
2721,NCIH322_LUNG,Irinotecan,-0.8354357726277981
2722,NCIH3255_LUNG,Irinotecan,-0.5179843329566989
2723,NCIH441_LUNG,Irinotecan,-1.6126349826209943
2724,NCIH520_LUNG,Irinotecan,-1.4792792604854315
2725,NCIH522_LUNG,Irinotecan,-0.2342673520138797
2726,NCIH661_LUNG,Irinotecan,-0.7800411768026008
2727,NCIH727_LUNG,Irinotecan,2.0155748809268554
2728,NCIH810_LUNG,Irinotecan,-0.7617913578477858
2729,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-2.0525660255530713
2730,NIHOVCAR3_OVARY,Irinotecan,-1.058273934923202
2731,NUGC3_STOMACH,Irinotecan,-2.972845075109237
2734,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-2.5086730464488065
2735,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-2.621828093003342
2736,OCUM1_STOMACH,Irinotecan,-1.3593804360085218
2737,OE21_OESOPHAGUS,Irinotecan,-0.6555491813720273
2738,OE33_OESOPHAGUS,Irinotecan,-2.298723458710578
2739,ONCODG1_OVARY,Irinotecan,-0.5621648385061101
2740,ONS76_CENTRAL_NERVOUS_SYSTEM,Irinotecan,-0.5430547402586048
2741,OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,-2.8251260237676634
